P_CODE,FOKONTANY_,FKT_BNGRC_,C_FKT_BNGR,COM_PCODE,C_CODE_BNG,COMMUNE_NA,BNGRC_COM_,DIST_PCODE,DISTRICT_N,BNGRC_D_CO,BNGRC_DIS_,DIS_FKT,REG_PCODE,REGION_NAM,BNGRC_R_CO,BNGRC_REG_,REG_FKT_SH,PROV_CODE,OLD_PROVIN,MILIEU,OLD_DISTRI,SOURCE,Shape_Leng,Shape_Area,POP_GEOAPP,POP_GEOA_1,POP_GEOA_2,POP_GEOA_3,POP_GEOA_4,POP_GEOA_5,POP_GEOA_6,POP_GEOA_7,POP_GEOA_8,POP_GEOA_9,POP_GEOA10,POP_GEOA11,POP_GEOA12,POP_GEOA13,POP_GEOA14,POP_GEOA15,POP_GEOA16,POP_GEOA17,POP_GEOA18,name,liste_hopital,nb_hopital
MDG11106351004,Analatsara,ANALATSARA,"106351004",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.26880178251,0.00117683782,MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,MG31308130,Ambodibonara,MG31308130018,666.000000000000000,684.000000000000000,703.000000000000000,722.000000000000000,742.000000000000000,762.000000000000000,783.000000000000000,804.000000000000000,826.000000000000000,848.000000000000000,,,0
MDG11106351007,Fandana,FANDANA,"106351007",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.11685766046,0.00065281675,MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,MG25213390,Etrotroka Atsimo,MG25213390008,819.000000000000000,842.000000000000000,865.000000000000000,888.000000000000000,913.000000000000000,937.000000000000000,963.000000000000000,989.000000000000000,1015.000000000000000,1043.000000000000000,,,0
MDG11106351006,Anjohy,ANJOHY,"106351006",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.12527759054,0.00060834962,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106351,Ankazondandy,MG11106351006,628.000000000000000,645.000000000000000,663.000000000000000,681.000000000000000,700.000000000000000,719.000000000000000,738.000000000000000,758.000000000000000,779.000000000000000,800.000000000000000,,,0
MDG11102430001,Ankadinandriana,ANKADINANDRIANA,"102430001",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.11429499256,0.00081378999,MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,MG14111070,Bevato,MG14111070004,650.000000000000000,668.000000000000000,686.000000000000000,705.000000000000000,724.000000000000000,744.000000000000000,764.000000000000000,785.000000000000000,806.000000000000000,828.000000000000000,,,0
MDG11102430013,Ambohijato,AMBOHIJATO,"102430013",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08012394134,0.00036441817,MG,Madagascar,MG22,Amoron I Mania,MG22204,Fandriana,MG22204010,Fandriana,MG22204010027,722.000000000000000,742.000000000000000,762.000000000000000,783.000000000000000,805.000000000000000,826.000000000000000,849.000000000000000,872.000000000000000,895.000000000000000,919.000000000000000,,,0
MDG11102430007,Ambohimahatsinjo,AMBOHIMAHATSINJO,"102430007",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08901012184,0.00037428547,MG,Madagascar,MG23,Vatovavy Fitovinany,MG23206,Ifanadiana,MG23206090,Ambohimiera,MG23206090008,810.000000000000000,832.000000000000000,855.000000000000000,879.000000000000000,903.000000000000000,927.000000000000000,952.000000000000000,978.000000000000000,1004.000000000000000,1031.000000000000000,,,0
MDG11102430004,Soamonina,SOAMONINA,"102430004",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.10396910647,0.00058508918,MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,MG12118130,Ambohidranandriana,MG12118130005,1226.000000000000000,1260.000000000000000,1294.000000000000000,1330.000000000000000,1366.000000000000000,1403.000000000000000,1441.000000000000000,1480.000000000000000,1520.000000000000000,1561.000000000000000,,,0
MDG11102430009,Ampahitrosy,AMPAHITROSY,"102430009",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08329406645,0.00048374722,MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,MG11117370,Ampahitrosy,MG11117370001,1298.000000000000000,1334.000000000000000,1371.000000000000000,1408.000000000000000,1446.000000000000000,1486.000000000000000,1526.000000000000000,1567.000000000000000,1609.000000000000000,1653.000000000000000,,,0
MDG11117190003,Ambodivoanjo,AMBODIVOANJO,"117190003",MDG11117190,"117190",Ankaraobato,ANKARAOBATO,MDG11117,Antananarivo Atsimondrano,132.00000000000,ANTANANARIVO ATSIMONDRANO,ANTANANARIVO ATSIMONDRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.02894378954,0.00002589392,MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,MG11117290,Ankadimanga,MG11117290002,1051.000000000000000,1080.000000000000000,1110.000000000000000,1140.000000000000000,1171.000000000000000,1203.000000000000000,1235.000000000000000,1269.000000000000000,1303.000000000000000,1338.000000000000000,,,0
MDG11102430006,Andranomonina,ANDRANOMONINA,"102430006",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07429165642,0.00035049194,MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102430,Ankadinandriana,MG11102430006,427.000000000000000,439.000000000000000,451.000000000000000,463.000000000000000,476.000000000000000,489.000000000000000,502.000000000000000,515.000000000000000,529.000000000000000,544.000000000000000,,,0
MDG11102430012,Ambohitraina,AMBOHITRAINA,"102430012",MDG11102430,"102430",Ankadinandriana,ANKADINANDRIANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07327414161,0.00022622683,MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,MG13113011,Soavinandriana,MG13113011024,681.000000000000000,700.000000000000000,719.000000000000000,739.000000000000000,759.000000000000000,779.000000000000000,800.000000000000000,822.000000000000000,844.000000000000000,867.000000000000000,,,0
MDG11104010005,Antanetibe Soarano,ANTANETIBE SOARANO,"104010005",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.50261880482,0.01189789355,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104010,Ankazobe,MG11104010005,1370.000000000000000,1408.000000000000000,1447.000000000000000,1486.000000000000000,1527.000000000000000,1568.000000000000000,1610.000000000000000,1654.000000000000000,1698.000000000000000,1744.000000000000000,,,0
MDG11104010002,Kiva,KIVA,"104010002",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.41499427437,0.00672434985,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104010,Ankazobe,MG11104010002,680.000000000000000,699.000000000000000,718.000000000000000,738.000000000000000,758.000000000000000,778.000000000000000,799.000000000000000,821.000000000000000,843.000000000000000,866.000000000000000,,,0
MDG11117190005,Ankadinandriana,ANKADINANDRIANA,"117190005",MDG11117190,"117190",Ankaraobato,ANKARAOBATO,MDG11117,Antananarivo Atsimondrano,132.00000000000,ANTANANARIVO ATSIMONDRANO,ANTANANARIVO ATSIMONDRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.02802958603,0.00002910558,MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,MG14111070,Bevato,MG14111070004,650.000000000000000,668.000000000000000,686.000000000000000,705.000000000000000,724.000000000000000,744.000000000000000,764.000000000000000,785.000000000000000,806.000000000000000,828.000000000000000,,,0
MDG11117190006,Antsahasoa,ANTSAHASOA,"117190006",MDG11117190,"117190",Ankaraobato,ANKARAOBATO,MDG11117,Antananarivo Atsimondrano,132.00000000000,ANTANANARIVO ATSIMONDRANO,ANTANANARIVO ATSIMONDRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.01400085380,0.00000667072,MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,MG13105150,Morarano,MG13105150007,1294.000000000000000,1330.000000000000000,1366.000000000000000,1404.000000000000000,1442.000000000000000,1481.000000000000000,1521.000000000000000,1562.000000000000000,1604.000000000000000,1648.000000000000000,,,0
MDG11104010011,Tsisangaina,TSISANGAINA,"104010011",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.17412739777,0.00176600183,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104010,Ankazobe,MG11104010011,1373.000000000000000,1411.000000000000000,1450.000000000000000,1489.000000000000000,1530.000000000000000,1571.000000000000000,1614.000000000000000,1657.000000000000000,1702.000000000000000,1748.000000000000000,,,0
MDG11104010004,Ampahadiminy,AMPAHADIMINY,"104010004",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.23108749167,0.00166555117,MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,MG12118070,Antanimandry,MG12118070004,824.000000000000000,847.000000000000000,870.000000000000000,894.000000000000000,918.000000000000000,943.000000000000000,969.000000000000000,995.000000000000000,1022.000000000000000,1049.000000000000000,,,0
MDG11104010003,Ambohitrampovoany,AMBOHITRAMPOVOANY,"104010003",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.51906785560,0.00971800790,MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,MG11107310,Ambohibary Vohilena,MG11107310014,825.000000000000000,848.000000000000000,871.000000000000000,895.000000000000000,919.000000000000000,944.000000000000000,970.000000000000000,996.000000000000000,1023.000000000000000,1050.000000000000000,,,0
MDG11104010010,Ambatomasina,AMBATOMASINA,"104010010",MDG11104010,"104010",Ankazobe,ANKAZOBE,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.18304821648,0.00124768591,MG,Madagascar,MG72,Sava,MG72711,Sambava,MG72711510,Antsahavaribe,MG72711510010,442.000000000000000,454.000000000000000,467.000000000000000,479.000000000000000,493.000000000000000,506.000000000000000,520.000000000000000,534.000000000000000,548.000000000000000,563.000000000000000,,,0
MDG11101001043,Manarintsoa Isotry,MANARINTSOA ISOTRY,"101001043",MDG11101001,"101001",1er Arrondissement,1ER ARRONDISSEMENT,MDG11101001,1er Arrondissement,101.00000000000,1ER ARRONDISSEMENT,1ER ARRONDISSEMENT,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"1",Antananarivo Renivohitra (MDG11101),Note that Communes (admin 3)  have become the District (admin 2) level in the old Antananarivo- Renivohitra district.  Therefore district codes have been made the same as the Commune Codes for Tana 1-6 (BNGRC district codes already include this change).*,0.00546234773,0.00000145408,MG,Madagascar,MG11,Analamanga,MG11101001A,1er Arrondissement,MG11101001,1er Arrondissement,MG11101001043,1310.000000000000000,1346.000000000000000,1383.000000000000000,1421.000000000000000,1460.000000000000000,1499.000000000000000,1540.000000000000000,1581.000000000000000,1624.000000000000000,1668.000000000000000,,,0
MDG11101001028,Avaratetezana Bekiraro,AVARATETEZANA BEKIRARO,"101001028",MDG11101001,"101001",1er Arrondissement,1ER ARRONDISSEMENT,MDG11101001,1er Arrondissement,101.00000000000,1ER ARRONDISSEMENT,1ER ARRONDISSEMENT,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"1",Antananarivo Renivohitra (MDG11101),Note that Communes (admin 3)  have become the District (admin 2) level in the old Antananarivo- Renivohitra district.  Therefore district codes have been made the same as the Commune Codes for Tana 1-6 (BNGRC district codes already include this change).*,0.00596401739,0.00000178512,MG,Madagascar,MG11,Analamanga,MG11101001A,1er Arrondissement,MG11101001,1er Arrondissement,MG11101001028,1200.000000000000000,1233.000000000000000,1267.000000000000000,1302.000000000000000,1337.000000000000000,1373.000000000000000,1411.000000000000000,1449.000000000000000,1488.000000000000000,1528.000000000000000,,,0
MDG11106351015,Ambohitsaratany,AMBOHITSARATANY,"106351015",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.04464395850,0.00013055963,MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,MG11107130,Ambohimanarina Marovazaha,MG11107130005,871.000000000000000,895.000000000000000,920.000000000000000,945.000000000000000,971.000000000000000,997.000000000000000,1024.000000000000000,1051.000000000000000,1080.000000000000000,1109.000000000000000,,,0
MDG11106351024,Ambohitrandraina,AMBOHITRANDRAINA,"106351024",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08333330425,0.00030034865,MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,MG13105230,Ambohimandry,MG13105230018,1006.000000000000000,1034.000000000000000,1062.000000000000000,1091.000000000000000,1121.000000000000000,1151.000000000000000,1183.000000000000000,1214.000000000000000,1247.000000000000000,1281.000000000000000,,,0
MDG11102410003,Ampanobe,AMPANOBE,"102410003",MDG11102410,"102410",Masindray,MASINDRAY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.11399601749,0.00043855696,MG,Madagascar,MG72,Sava,MG72716,Vohemar,MG72716231,Ampanefena,MG72716231006,821.000000000000000,844.000000000000000,867.000000000000000,891.000000000000000,915.000000000000000,940.000000000000000,965.000000000000000,991.000000000000000,1018.000000000000000,1045.000000000000000,,,0
MDG11102410004,Ivoara,IVOARA,"102410004",MDG11102410,"102410",Masindray,MASINDRAY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08434836427,0.00042006558,MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102410,Masindray,MG11102410004,1043.000000000000000,1072.000000000000000,1101.000000000000000,1131.000000000000000,1162.000000000000000,1194.000000000000000,1226.000000000000000,1259.000000000000000,1293.000000000000000,1328.000000000000000,,,0
MDG11102410002,Tsarahonenana,TSARAHONENANA,"102410002",MDG11102410,"102410",Masindray,MASINDRAY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.09336335596,0.00044528938,MG,Madagascar,MG72,Sava,MG72710,Antalaha,MG72710190,Ambinanifaho,MG72710190005,1729.000000000000000,1777.000000000000000,1826.000000000000000,1876.000000000000000,1927.000000000000000,1979.000000000000000,2032.000000000000000,2087.000000000000000,2144.000000000000000,2201.000000000000000,,,0
MDG11102410005,Manazary,MANAZARY,"102410005",MDG11102410,"102410",Masindray,MASINDRAY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07670257046,0.00031678704,MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,MG13105216,Rambolamasoandro Andranomiely,MG13105216005,1177.000000000000000,1209.000000000000000,1243.000000000000000,1277.000000000000000,1312.000000000000000,1347.000000000000000,1384.000000000000000,1421.000000000000000,1459.000000000000000,1499.000000000000000,,,0
MDG11103030005,Ambohimpanasina,AMBOHIMPANASINA,"103030005",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.10131855016,0.00047076477,MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,MG11103030,Anosiala,MG11103030005,1704.000000000000000,1751.000000000000000,1799.000000000000000,1849.000000000000000,1899.000000000000000,1950.000000000000000,2003.000000000000000,2057.000000000000000,2113.000000000000000,2170.000000000000000,,,0
MDG11103030004,Fiakarana,FIAKARANA,"103030004",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.04411732810,0.00010844262,MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,MG11103130,Ambohitrimanjaka,MG11103130011,2805.000000000000000,2882.000000000000000,2962.000000000000000,3043.000000000000000,3126.000000000000000,3210.000000000000000,3297.000000000000000,3386.000000000000000,3478.000000000000000,3571.000000000000000,,,0
MDG11102410001,Masindray,MASINDRAY,"102410001",MDG11102410,"102410",Masindray,MASINDRAY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08768575308,0.00037006237,MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,MG13113071,Masindray,MG13113071001,2365.000000000000000,2430.000000000000000,2497.000000000000000,2566.000000000000000,2635.000000000000000,2707.000000000000000,2780.000000000000000,2855.000000000000000,2932.000000000000000,3011.000000000000000,,,0
MDG11103030013,Soamanandray,SOAMANANDRAY,"103030013",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07895236871,0.00017631274,MG,Madagascar,MG21,Haute Matsiatra,MG21224,Vohibato,MG21224010,Mahasoabe,MG21224010010,1040.000000000000000,1069.000000000000000,1098.000000000000000,1128.000000000000000,1159.000000000000000,1190.000000000000000,1222.000000000000000,1255.000000000000000,1289.000000000000000,1324.000000000000000,,,0
MDG11103030007,Ambatomena,AMBATOMENA,"103030007",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08554080901,0.00028220572,MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,MG54511011,Miandrivazo,MG54511011011,1067.000000000000000,1096.000000000000000,1127.000000000000000,1157.000000000000000,1189.000000000000000,1221.000000000000000,1254.000000000000000,1288.000000000000000,1323.000000000000000,1359.000000000000000,,,0
MDG11103030006,Tsarahonenana Ivoanjo,TSARAHONENANA IVOANJO,"103030006",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.05779072390,0.00022440912,MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,MG11103030,Anosiala,MG11103030006,2066.000000000000000,2123.000000000000000,2181.000000000000000,2241.000000000000000,2302.000000000000000,2365.000000000000000,2428.000000000000000,2494.000000000000000,2561.000000000000000,2631.000000000000000,,,0
MDG11103030002,Avarabohitra,AVARABOHITRA,"103030002",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08596751686,0.00028385171,MG,Madagascar,MG13,Itasy,MG13113,Soavinandriana,MG13113090,Ampefy,MG13113090008,2394.000000000000000,2460.000000000000000,2528.000000000000000,2597.000000000000000,2668.000000000000000,2740.000000000000000,2814.000000000000000,2890.000000000000000,2968.000000000000000,3048.000000000000000,,,0
MDG11103030003,Ambohitsimeloka,AMBOHITSIMELOKA,"103030003",MDG11103030,"103030",Anosiala,ANOSIALA,MDG11103,Ambohidratrimo,116.00000000000,AMBOHIDRATRIMO,AMBOHIDRATRIMO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06261996030,0.00022990440,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106070,Ambatomanga,MG11106070004,352.000000000000000,362.000000000000000,372.000000000000000,382.000000000000000,392.000000000000000,403.000000000000000,414.000000000000000,425.000000000000000,436.000000000000000,448.000000000000000,,,0
MDG11106351009,Mafaitrorana,MAFAITRORANA,"106351009",MDG11106351,"106351",Ankazondandy,ANKAZONDANDY,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06250846686,0.00020802420,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106351,Ankazondandy,MG11106351009,441.000000000000000,453.000000000000000,466.000000000000000,478.000000000000000,491.000000000000000,505.000000000000000,518.000000000000000,532.000000000000000,547.000000000000000,562.000000000000000,,,0
